dataset,strategy,percentage,trial,fid_score,precision,recall,train_time,fid_time,pr_time,total_time
fashion,easiest,50,1,144.06129522641464,0.6139,0.2082,234.6422598361969,8.431804895401001,18.15074634552002,261.2248110771179
fashion,easiest,50,2,146.91850094595867,0.6462,0.2123,234.77573418617249,8.37142539024353,17.661807775497437,260.80896735191345
fashion,easiest,50,3,143.2374863695606,0.6008,0.1905,233.76883959770203,8.280101776123047,17.35857582092285,259.4075171947479
fashion,easiest,60,1,72.13151844221747,0.5981,0.2255,279.2871696949005,8.248021125793457,17.58912181854248,305.12431263923645
fashion,easiest,60,2,71.49355843619635,0.6288,0.17,279.33575987815857,8.210199117660522,18.087173223495483,305.6331322193146
fashion,easiest,60,3,73.4451219887086,0.6045,0.1957,302.51739048957825,8.300620079040527,18.481695652008057,329.29970622062683
fashion,easiest,70,1,34.88783722871829,0.6519,0.2376,371.3896040916443,8.415324449539185,18.07979917526245,397.8847277164459
fashion,easiest,70,2,37.88504571414197,0.6498,0.209,333.29750180244446,8.47959852218628,18.880388975143433,360.65748929977417
fashion,easiest,70,3,35.7160906072893,0.6276,0.21,371.7814300060272,8.410295009613037,18.63549828529358,398.82722330093384
fashion,easiest,80,1,27.877824048323703,0.6544,0.2101,381.00773787498474,8.422770261764526,18.374595165252686,407.80510330200195
fashion,easiest,80,2,25.994617992431273,0.6697,0.27,391.0687119960785,8.2382230758667,19.095757484436035,418.4026925563812
fashion,easiest,80,3,30.8202982886559,0.6634,0.2413,383.4896686077118,8.257627010345459,18.78560757637024,410.5329031944275
fashion,easiest,90,1,27.880840509652042,0.676,0.2612,418.7301778793335,8.178229570388794,18.454983949661255,445.36339139938354
fashion,easiest,90,2,22.318723152344173,0.6633,0.2683,451.8788993358612,8.645529985427856,18.943541049957275,479.46797037124634
fashion,easiest,90,3,26.890145908548625,0.6853,0.2958,410.04906702041626,8.297802686691284,18.453919172286987,436.80078887939453
